person_name,title,first_name,middle_name,last_name,primary_role,all_roles,church_count,churches,church_names,city_count,cities,states,pdf_count,bulletin_count_with_date,earliest_bulletin,latest_bulletin,active_2026,active_2025,active_2024,years_active,confidence
Daniel J. Sullivan,Reverend,Daniel,J.,Sullivan,Priest,Priest,2,us-ct-south-windsor-st-francis-of-assisi-church-st-junipero-serra-parish-66e1c4a0; us-ct-south-windsor-st-margaret-mary-church-st-junipero-serra-parish-458a1bf6,St Francis of Assisi Church (St. Junipero Serra Parish); St. Margaret Mary Church (St. Junipero Serra Parish),1,South Windsor,connecticut,2,1,2024-08-01,2024-08-01,False,False,True,2024,high
Daniel J. Trapp,Monsignor,Daniel,J.,Trapp,Monsignor,Monsignor,1,us-mi-detroit-st-elizabeth-1f3800ad,St. Elizabeth,1,Detroit,michigan,1,0,,,False,False,False,,high
Daniel J. Ulishney,Rev.,Daniel,J.,Ulishney,Pastor,Pastor,1,us-pa-north-huntingdon-st-agnes-d8cb56c8,St. Agnes,1,North Huntingdon,pennsylvania,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel Jam,Fr.,Daniel,,Jam,Priest,Priest,1,us-ny-buffalo-st-louis-rc-church-e5318c39,St. Louis RC Church,1,Buffalo,new_york,1,1,2025-11-02,2025-11-02,False,True,False,2025,high
Daniel Jamros,Fr.,Daniel,,Jamros,Priest,Priest,1,us-ny-buffalo-st-louis-rc-church-e5318c39,St. Louis RC Church,1,Buffalo,new_york,1,0,,,False,False,False,,high
Daniel Jasek,Dcn.,Daniel,,Jasek,Deacon,Deacon,6,us-oh-dayton-church-of-st-rita-ecb608ce; us-oh-dayton-holy-trinity-st-gaspar-family-of-parishes-7c795538; us-oh-dayton-precious-blood-st-gaspar-family-of-parishes-7bf8d18c; us-oh-dayton-st-joseph-st-gaspar-family-of-parishes-6e129eee; us-oh-dayton-st-rita-st-gaspar-family-of-parishes-faaaca33; us-oh-englewood-st-paul-st-gaspar-family-of-parishes-9bde09dc,Holy Trinity Church (St. Gaspar Family of Parishes); Precious Blood; St. Joseph (St. Gaspar Family of Parishes); St. Paul; St. Rita; St. Rita (St. Gaspar Family of Parishes),2,Dayton; Englewood,ohio,6,0,,,False,False,False,,high
Daniel Jesus,Father,Daniel,,Jesus,Priest,Priest,3,us-ny-rochester-cabrini-parish-annunciation-98b2e0ad; us-ny-rochester-cabrini-parish-corpus-christi-0c3a67eb; us-ny-rochester-st-frances-xavier-cabrini-st-michael-80ff4f6d,Cabrini Parish - Annunciation; Cabrini Parish - Corpus Christi; St. Michael,1,Rochester,new_york,3,1,2024-10-27,2024-10-27,False,False,True,2024,high
Daniel John,Rev.,Daniel,,John,Priest,Priest,1,us-md-nottingham-st-joseph-a2e540aa,St. Joseph,1,Nottingham,maryland,1,0,,,False,False,False,,high
Daniel Johnson,Sr.,Daniel,,Johnson,Sister,Sister,1,us-md-baltimore-st-bernardine-33ccfe2d,St. Bernardine,1,Baltimore,maryland,1,0,,,False,False,False,,high
Daniel Jonah,Father,Daniel,,Jonah,Priest,Priest,3,us-ny-rochester-cabrini-parish-annunciation-98b2e0ad; us-ny-rochester-cabrini-parish-corpus-christi-0c3a67eb; us-ny-rochester-st-frances-xavier-cabrini-st-michael-80ff4f6d,Cabrini Parish - Annunciation; Cabrini Parish - Corpus Christi; St. Michael,1,Rochester,new_york,3,1,2023-10-08,2023-10-08,False,False,False,2023,high
Daniel Joseph,Fr.; Sr.,Daniel,,Joseph,Priest,Priest; Sister,2,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1; us-ga-cleveland-st-paul-the-apostle-8b5016c0,St. Barnabas Catholic Church; St. Paul the Apostle,2,Cleveland; Long Beach,california; georgia,2,2,2025-07-20,2025-10-01,False,True,False,2025,high
Daniel Juelfs,Fr.,Daniel,,Juelfs,Priest,Priest,1,us-sd-bowdle-st-augustine-b81dba26,St. Augustine,1,Bowdle,south_dakota,1,1,2024-06-01,2024-06-01,False,False,True,2024,high
Daniel Jurek,Msgr.,Daniel,,Jurek,Monsignor,Monsignor,7,us-il-albers-st-bernard-12c04dce; us-il-belleville-st-mary-971ebe66; us-il-carlyle-st-felicitas-beaver-prairie-631cc959; us-il-damiansville-st-damian-24e6f85b; us-il-mount-vernon-st-mary-the-immaculate-conception-e02f25db; us-il-saint-rose-st-rose-of-lima-3fd6c131; us-il-scheller-st-barbara-49a34ff8,St Felicitas (Beaver Prairie); St. Barbara; St. Bernard; St. Damian; St. Mary; St. Mary the Immaculate Conception; St. Rose,7,Albers; Belleville; Carlyle; Damiansville; Mount Vernon; Saint Rose; Scheller,illinois,7,2,2025-12-07,2026-02-08,True,True,False,2025; 2026,high
Daniel K. Arnold,Msgr.,Daniel,K.,Arnold,Monsignor,Monsignor,2,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0,Holy Rosary; St. John the Baptist,1,Erie,pennsylvania,2,0,,,False,False,False,,high
Daniel Kahlig,Deacon,Daniel,,Kahlig,Deacon,Deacon,7,us-oh-coldwater-holy-trinity-33c5b95a; us-oh-coldwater-st-mary-cdd5135b; us-oh-fort-recovery-mary-help-of-christians-8663c7b4; us-oh-fort-recovery-st-anthony-8a545fbe; us-oh-fort-recovery-st-joseph-75f781c6; us-oh-fort-recovery-st-paul-06decb0f; us-oh-fort-recovery-st-peter-5c108610,Holy Trinity; Mary Help of Christians; St. Anthony; St. Joseph; St. Mary; St. Paul; St. Peter,2,Coldwater; Fort Recovery,ohio,7,0,,,False,False,False,,high
Daniel Kelly,Father,Daniel,,Kelly,Priest,Priest,2,us-sd-colome-st-isidore-b3812149; us-sd-winner-immaculate-conception-19298ddd,Immaculate Conception; St. Isidore,2,Colome; Winner,south_dakota,2,0,,,False,False,False,,high
Daniel Kelsch,Br.,Daniel,,Kelsch,Brother,Brother,2,us-il-hometown-church-of-our-lady-of-loretto-b957745a; us-il-oak-lawn-our-lady-at-st-germaine-8324b7ed,Our Lady at St. Germaine; Our Lady of Loretto,2,Hometown; Oak Lawn,illinois,2,1,2024-06-02,2024-06-02,False,False,True,2024,high
Daniel Kingsley,Fr.,Daniel,,Kingsley,Priest,Priest,1,us-ny-valley-stream-holy-name-of-mary-f9b60121,Holy Name of Mary,1,Valley Stream,new_york,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel Kirk,Father,Daniel,,Kirk,Priest,Priest,1,us-ca-san-diego-st-john-the-baptizer-ukrainian-58a730cd,St. John the Baptizer (Ukrainian),1,San Diego,california,1,1,2021-07-01,2021-07-01,False,False,False,2021,high
Daniel Kluge,Fr.,Daniel,,Kluge,Priest,Priest,1,us-ky-park-hills-our-lady-of-lourdes-d34f8325,Our Lady of Lourdes,1,Park Hills,kentucky,1,0,,,False,False,False,,high
Daniel Koehl,Fr.; Rev.,Daniel,,Koehl,Pastor,Parochial Vicar; Pastor; Priest,4,us-in-fort-wayne-saint-charles-borromeo-1e4d9ff0; us-in-fort-wayne-saint-mary-a4e7e55d; us-in-fort-wayne-st-mary-mother-of-god-31b65bcf; us-in-north-manchester-saint-robert-bellarmine-3a9b406c,St. Charles Borromeo; St. Mary; St. Mary Mother of God; St. Robert Bellarmine,2,Fort Wayne; North Manchester,indiana,4,2,2025-07-01,2026-01-25,True,True,False,2025; 2026,high
Daniel Kramer,Fr.,Daniel,,Kramer,Priest,Priest,1,us-nc-greensboro-st-mary-783ff674,St. Mary,1,Greensboro,north_carolina,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel Kravatz,Rev.,Daniel,,Kravatz,Priest,Priest,1,us-pa-shillington-st-john-baptist-de-la-salle-432a851f,St. John Baptist de la Salle,1,Shillington,pennsylvania,1,1,2022-08-21,2022-08-21,False,False,False,2022,high
Daniel Kubala,Fr.,Daniel,,Kubala,Priest,Priest,1,us-fl-hallandale-beach-st-matthew-de8a664e,St. Matthew,1,Hallandale Beach,florida,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Daniel L. Blout,Reverend,Daniel,L.,Blout,Priest,Priest,3,us-pa-new-kensington-mount-saint-peter-1602f4c0; us-pa-new-kensington-st-joseph-edf0960b; us-pa-new-kensington-st-mary-of-czestochowa-c4a406b6,Mount St. Peter; St. Joseph; St. Mary of Czestochowa,1,New Kensington,pennsylvania,3,1,2026-02-22,2026-02-22,True,False,False,2026,high
Daniel L. Chapin,Rev.,Daniel,L.,Chapin,Priest,Priest,4,us-ny-constableville-st-mary-607a167c; us-ny-lyons-falls-st-john-a2fa15af; us-ny-port-leyden-st-martin-907700e8; us-ny-west-leyden-st-mary-nativity-c8e110bb,St. John; St. Martin; St. Mary; St. Mary’s Nativity,4,Constableville; Lyons Falls; Port Leyden; West Leyden,new_york,4,0,,,False,False,False,,high
Daniel L. Mode,Fr.; Rev.,Daniel,L.,Mode,Priest,Priest,2,us-va-annandale-st-ambrose-55a4c411; us-va-arlington-our-lady-of-lourdes-045e2d16,Our Lady of Lourdes; St. Ambrose,2,Annandale; Arlington,virginia,2,1,2025-11-23,2025-11-23,False,True,False,2025,high
Daniel L. White,Father,Daniel,L.,White,Priest,Priest,1,us-ny-horseheads-st-mary-our-mother-07e7bedb,St. Mary Our Mother,1,Horseheads,new_york,1,1,2024-06-09,2024-06-09,False,False,True,2024,high
Daniel L. Willenborg,Reverend,Daniel,L.,Willenborg,Priest,Priest,25,us-il-altamont-st-clare-f7a1f5c3; us-il-arenzville-st-fidelis-fc4f9dbc; us-il-assumption-assumption-of-blessed-virgin-mary-8fc0119f; us-il-beardstown-st-alexius-7ae978c6; us-il-beltrees-church-of-st-michael-447c515d; us-il-edgewood-st-anne-69d109e7; us-il-effingham-st-mary-help-of-christians-61a761c7; us-il-greenfield-st-michael-47e75487; us-il-greenville-st-lawrence-95f57c32; us-il-illiopolis-resurrection-a1f56cf5; us-il-island-grove-church-of-st-joseph-c756606e; us-il-lillyville-sacred-heart-5834658b; us-il-livingston-sacred-heart-1fc1abea; us-il-madison-st-mary-st-mark-daa7c5ec; us-il-marine-st-elizabeth-1ab4372c; us-il-medora-st-john-the-evangelist-bb51af90; us-il-montrose-st-rose-of-lima-bedb5da0; us-il-mount-olive-st-pope-john-paul-ii-fba9e903; us-il-neoga-st-mary-of-the-assumption-8c7ec7f8; us-il-riverton-st-james-2612430c; us-il-saint-elmo-st-mary-42e39209; us-il-sigel-st-michael-the-archangel-295d176d; us-il-st-elmo-church-of-st-bonaventure-60703519; us-il-st-francisville-church-of-st-francis-xavier-d973a331; us-il-winchester-st-mark-86ef6a2e,Assumption of the Blessed Virgin Mary; Resurrection; Sacred Heart; St. Alexius; St. Anne; St. Bonaventure; St. Clare; St. Elizabeth; St. Fidelis; St. Francis Xavier; St. James; St. John Paul II; St. John the Evangelist; St. Joseph; St. Lawrence; St. Mark; St. Mary; St. Mary Help of Christians; St. Mary of the Assumption; St. Michael; St. Michael the Archangel; St. Rose of Lima,25,Altamont; Arenzville; Assumption; Beardstown; Beltrees; Edgewood; Effingham; Greenfield; Greenville; Illiopolis; Island Grove; Lillyville; Livingston; Madison; Marine; Medora; Montrose; Mount Olive; Neoga; Riverton; Saint Elmo; Sigel; St. Elmo; St. Francisville; Winchester,illinois,25,1,2022-06-14,2022-06-14,False,False,False,2022,high
Daniel Lackie,Fr.,Daniel,,Lackie,Pastor,Pastor,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Daniel Lally,Fr.,Daniel,,Lally,Priest,Priest,1,us-fl-niceville-christ-our-redeemer-78f31af6,Christ Our Redeemer,1,Niceville,florida,1,0,,,False,False,False,,high
Daniel Lannen,Rev.,Daniel,,Lannen,Priest,Priest,1,us-pa-shillington-st-john-baptist-de-la-salle-432a851f,St. John Baptist de la Salle,1,Shillington,pennsylvania,1,1,2022-09-04,2022-09-04,False,False,False,2022,high
Daniel Leary,Father,Daniel,,Leary,Priest,Priest,1,us-md-north-beach-st-anthony-of-padua-1ef7cb45,St. Anthony,1,North Beach,maryland,1,1,2019-08-11,2019-08-11,False,False,False,2019,high
Daniel Lee,Msgr.,Daniel,,Lee,Monsignor,Monsignor,1,us-tx-houston-st-jerome-2c987b08,St. Jerome,1,Houston,texas,1,1,2025-03-30,2025-03-30,False,True,False,2025,high
Daniel Leeuw,Fr.,Daniel,,Leeuw,Priest,Priest,1,us-oh-dayton-holy-family-catholic-church-50b84b01,Holy Family,1,Dayton,ohio,1,1,2024-03-20,2024-03-20,False,False,True,2024,high
Daniel Lenihan,Fr.,Daniel,,Lenihan,Priest,Priest,2,us-il-wilmette-ss-joseph-and-francis-xavier-parish-st-joseph-8152df66; us-il-wilmette-st-francis-xavier-church-sts-joseph-and-francis-xavier-parish-30895600,St. Francis Xavier (Sts. Joseph and Francis Xavier Parish); St. Joseph,1,Wilmette,illinois,2,1,2025-07-27,2025-07-27,False,True,False,2025,high
Daniel Linda,Sr.,Daniel,,Linda,Sister,Sister,1,us-ny-staten-island-our-lady-help-of-christians-c3d77c3e,Our Lady Help of Christians Parish,1,Staten Island,new_york,1,0,,,False,False,False,,high
Daniel Lindsey,Rev.,Daniel,,Lindsey,Priest,Priest,2,us-pa-kingston-st-ann-84709278; us-pa-kingston-st-ignatius-loyola-21a6ce11,Chapel of St. Ann; St. Ignatius Loyola,1,Kingston,pennsylvania,2,0,,,False,False,False,,high
Daniel Liu,Fr.; Rev.,Daniel,,Liu,Priest,Priest,2,us-al-birmingham-the-cathedral-of-st-paul-1b34519e; us-tx-belton-christ-the-king-6d979093,Christ the King; The Cathedral of St. Paul,2,Belton; Birmingham,alabama; texas,2,2,2015-08-09,2026-01-01,True,False,False,2015; 2026,high
Daniel Lockart,Deacon,Daniel,,Lockart,Deacon,Deacon,1,us-ny-albany-blessed-sacrament-church-e8b32aad,Blessed Sacrament,1,Albany,new_york,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel Lockert,Sr.,Daniel,,Lockert,Sister,Sister,1,us-ca-stockton-cathedral-of-the-annunciation-90aab4bd,Cathedral of the Annunciation,1,Stockton,california,1,0,,,False,False,False,,high
Daniel Logan,Msgr.,Daniel,,Logan,Monsignor,Monsignor,1,us-fl-ponte-vedra-beach-our-lady-star-of-the-sea-617a3313,Our Lady Star of the Sea,1,Ponte Vedra Beach,florida,1,0,,,False,False,False,,high
Daniel Lopez,Father; Fr.; Msgr.,Daniel,,Lopez,Monsignor,Monsignor; Priest,4,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1; us-ca-los-angeles-holy-trinity-catholic-church-24c96fb0; us-ca-los-angeles-st-bernadette-catholic-church-63fe806e; us-ca-selma-st-joseph-51594d6a,Holy Trinity Catholic Church; St. Barnabas Catholic Church; St. Bernadette Catholic Church; St. Joseph,3,Long Beach; Los Angeles; Selma,california,4,3,2024-08-04,2026-02-15,True,True,True,2024; 2025; 2026,high
Daniel Lueckenotte,Rev.,Daniel,,Lueckenotte,Priest,Priest,2,us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482,Cathedral of St Joseph; Cathedral of St. Joseph,1,Jefferson City,missouri,2,1,2024-09-01,2024-09-01,False,False,True,2024,high
Daniel M. Caughey,Fr.; Rev.,Daniel,M.,Caughey,Priest,Priest,2,us-ny-norwich-st-paul-65005ead; us-ny-sherburne-st-malachy-9ee1c521,St. Malachy; St. Paul,2,Norwich; Sherburne,new_york,2,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel M. Griffin,Rev.,Daniel,M.,Griffin,Priest,Priest,1,us-ny-carle-place-our-lady-of-hope-c7d01362,Our Lady of Hope,1,Carle Place,new_york,1,1,2026-02-02,2026-02-02,True,False,False,2026,high
Daniel M. Mahoney,Father,Daniel,M.,Mahoney,Priest,Priest,1,us-ri-east-greenwich-our-lady-of-mercy-18120d6a,Our Lady of Mercy,1,East Greenwich,rhode_island,1,0,,,False,False,False,,high
Daniel Madden,Rev.,Daniel,,Madden,Priest,Priest,1,us-fl-miami-st-raymond-of-peñafort-1a58f055,St. Raymond,1,Miami,florida,1,1,2024-12-29,2024-12-29,False,False,True,2024,high
Daniel Magraw,Msgr.,Daniel,,Magraw,Monsignor,Monsignor,3,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0; us-pa-union-city-church-of-our-lady-of-fatima-b9c6e06b,Holy Rosary; Our Lady of Fatima; St. John the Baptist,2,Erie; Union City,pennsylvania,3,0,,,False,False,False,,high
Daniel Mahan,Fr.,Daniel,,Mahan,Priest,Priest,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Daniel Maher,Deacon,Daniel,,Maher,Deacon,Deacon,1,us-ny-woodside-blessed-virgin-mary-help-of-christians-maría-auxiliadora-06da3405,Blessed Virgin Mary Help of Christians,1,Woodside,new_york,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Daniel Majerus,Fr.,Daniel,,Majerus,Priest,Priest,1,us-sd-sioux-falls-st-therese-a6a1a78d,St. Therese,1,Sioux Falls,south_dakota,1,1,2017-06-18,2017-06-18,False,False,False,2017,high
Daniel Malaver,Fr.,Daniel,,Malaver,Priest,Priest,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Daniel Margaret,Sister,Daniel,,Margaret,Sister,Sister,1,us-nj-morristown-holy-family-chapel-f8af53dc,Holy Family Chapel,1,Morristown,new_jersey,1,0,,,False,False,False,,high
Daniel Maria,Father; Fr.,Daniel,,Maria,Priest,Priest,5,us-il-chicago-our-lady-of-the-rosary-parish-st-bartholomew-28daed96; us-il-chicago-st-pascal-church-our-lady-of-the-rosary-parish-1d2a4eb3; us-ny-howard-beach-our-lady-of-grace-2aebaba9; us-oh-cincinnati-oratory-of-st-john-vianney-at-st-anthony-581e2ad8; us-oh-cincinnati-st-cecilia-d6257a2b,Our Lady of Grace; St Pascal Catholic Church (Our Lady Of The Rosary Parish); St. Anthony Parish; St. Bartholomew; St. Cecilia,3,Chicago; Cincinnati; Howard Beach,illinois; new_york; ohio,5,3,2022-06-12,2025-03-02,False,True,True,2022; 2024; 2025,high
Daniel Marie,Sister; Sr.,Daniel,,Marie,Sister,Sister,3,us-mn-kellogg-st-agnes-1c4fd4a6; us-mn-wabasha-st-felix-9c2b70f3; us-nj-westfield-st-helen-catholic-church-3d3e8809,St. Agnes; St. Felix; St. Helen,3,Kellogg; Wabasha; Westfield,minnesota; new_jersey,3,2,2024-05-01,2025-01-05,False,True,True,2024; 2025,high
Daniel Martinez,Fr.; Rev.; Sr.,Daniel,,Martinez,Pastor,Pastor; Priest; Sister,3,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1; us-ca-roseville-st-rose-of-lima-e1776ce3; us-ms-biloxi-blessed-francis-xavier-seelos-54c9d0ac,Blessed Francis Xavier Seelos; St. Barnabas Catholic Church; St. Rose of Lima,3,Biloxi; Long Beach; Roseville,california; mississippi,3,3,2023-06-25,2026-02-02,True,True,False,2023; 2025; 2026,high
Daniel Mary,Dcn.,Daniel,,Mary,Deacon,Deacon,1,us-la-scott-sts-peter-paul-e9e21dc8,Sts. Peter and Paul,1,Scott,louisiana,1,0,,,False,False,False,,high
Daniel Matthew,Father,Daniel,,Matthew,Priest,Priest,3,us-ny-rochester-cabrini-parish-annunciation-98b2e0ad; us-ny-rochester-cabrini-parish-corpus-christi-0c3a67eb; us-ny-rochester-st-frances-xavier-cabrini-st-michael-80ff4f6d,Cabrini Parish - Annunciation; Cabrini Parish - Corpus Christi; St. Michael,1,Rochester,new_york,3,1,2024-03-31,2024-03-31,False,False,True,2024,high
Daniel Mau,Fr.,Daniel,,Mau,Priest,Priest,1,us-ks-topeka-our-lady-of-guadalupe-92570364,Our Lady of Guadalupe Church,1,Topeka,kansas,1,0,,,False,False,False,,high
Daniel Maur,Fr.,Daniel,,Maur,Priest,Priest,1,us-ca-san-diego-holy-spirit-02725f11,Holy Spirit,1,San Diego,california,1,1,2024-07-01,2024-07-01,False,False,True,2024,high
Daniel Maurer,Father; Fr.,Daniel,,Maurer,Priest,Priest,9,us-ca-san-diego-holy-spirit-02725f11; us-ca-south-san-francisco-all-souls-73c86291; us-ca-tujunga-our-lady-of-lourdes-58256562; us-in-cannelton-st-michael-quad-parishes-community-b42dbae2; us-in-tell-city-st-mark-quad-parishes-community-61793200; us-in-tell-city-st-paul-ffc7c41a; us-in-troy-st-pius-v-7ecd0fbf; us-nj-harrington-park-our-lady-of-victories-f21bfd26; us-tx-prosper-st-martin-de-porres-7e3fb617,All Souls; Holy Spirit; Our Lady of Lourdes Bingo; Our Lady of Victories; St Mark (Quad-Parishes Community); St. Martin de Porres; St. Michaels (Quad-Parishes Community); St. Paul; St. Pius V,8,Cannelton; Harrington Park; Prosper; San Diego; South San Francisco; Tell City; Troy; Tujunga,california; indiana; new_jersey; texas,9,6,2023-08-20,2025-06-08,False,True,True,2023; 2024; 2025,high
Daniel McClellan,Fr.,Daniel,,McClellan,Priest,Priest,2,us-ca-greenville-church-of-st-anthony-602ed110; us-sc-greenville-saint-anthony-of-padua-18d0fdca,St. Anthony; St. Anthony of Padua,1,Greenville,california; south_carolina,2,1,2025-11-11,2025-11-11,False,True,False,2025,high
Daniel Mellino,Deacon,Daniel,,Mellino,Deacon,Deacon,1,us-az-clarkdale-st-cecilia-fraternity-of-st-peter-41c50752,St. Cecilia (Fraternity of St. Peter),1,Clarkdale,arizona,1,0,,,False,False,False,,high
Daniel Mensah,Rev.,Daniel,,Mensah,Priest,Priest,1,us-pa-white-haven-st-patrick-56695fa4,St. Patrick,1,White Haven,pennsylvania,1,1,2024-06-01,2024-06-01,False,False,True,2024,high
Daniel Mentesana,Father,Daniel,,Mentesana,Priest,Priest,1,us-md-emmitsburg-national-shrine-grotto-of-lourdes-c03b51c2,National Shrine Grotto of Our Lady of Lourdes,1,Emmitsburg,maryland,1,0,,,False,False,False,,high
Daniel Merz,Fr.; Rev.,Daniel,,Merz,Priest,Priest,11,us-ca-riverside-st-catherine-of-alexandria-d72caa69; us-ca-san-francisco-st-brendan-9abd7705; us-ct-greenwich-st-michael-the-archangel-61e95265; us-ct-greenwich-st-timothy-st-michael-the-archangel-parish-6ebedb7b; us-in-columbia-city-saint-catherine-of-alexandria-1bb70b4f; us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482; us-nj-springfield-st-james-the-apostle-parish-b31a889e; us-nj-springfield-township-church-of-st-james-67943277; us-wi-genoa-st-charles-borromeo-catholic-church-291e457c; us-wi-genoa-st-charles-borromeo-fd38b7b3,Cathedral of St Joseph; Cathedral of St. Joseph; Chapel of St. Timothy (St. Michael the Archangel Parish); St Michael the Archangel Church; St. Brendan; St. Catherine of Alexandria; St. Charles Borromeo; St. Charles Borromeo Catholic Church; St. James; St. James the Apostle Parish,8,Columbia City; Genoa; Greenwich; Jefferson City; Riverside; San Francisco; Springfield; Springfield Township,california; connecticut; indiana; missouri; new_jersey; wisconsin,11,5,2022-03-06,2026-02-20,True,True,True,2022; 2023; 2024; 2025; 2026,high
Daniel Michael,Rev.,Daniel,,Michael,Priest,Priest,1,us-la-scott-sts-peter-paul-e9e21dc8,Sts. Peter and Paul,1,Scott,louisiana,1,0,,,False,False,False,,high
Daniel Midnight,Fr.,Daniel,,Midnight,Priest,Priest,1,us-ny-floral-park-our-lady-of-victory-2f5f86a0,Our Lady of Victory,1,Floral Park,new_york,1,1,2025-12-21,2025-12-21,False,True,False,2025,high
